username,is_bot_declared,follow_ratio,avg_time_diff_minutes,engagement_rate,night_post_ratio,lexical_diversity
billboard.com,0,-0.444562207530877,-0.1406394301931989,-0.2145648768438006,-0.3352070160874166,1.1582932151965248
Anja2,0,-0.24562879178964833,-0.13191466292516513,0.07812253319522001,0.5396300558160795,1.1582932151965248
news_global,1,-0.444562207530877,-0.14221396401651268,-0.3086429729277715,2.6392390283844693,1.1582932151965248
oldbookillustrations,0,-0.30878224980182584,-0.12282109876971359,2.3098640347427524,0.18969522705468098,1.1582932151965248
jessicaperthwa.bsky.social,0,0.022366167711745547,-0.14219961929930677,-0.2929632902471097,2.6392390283844693,1.1582932151965248
FreebieGamesDrops,0,-0.444562207530877,-0.1374147621855251,-0.21979143773735457,-0.5101744304681157,1.1582932151965248
P4F_Bonn,0,0.5430378659167668,-0.07566271281047349,-0.28773672935355576,0.5396300558160795,1.1582932151965248
LukeOrion,0,-0.1276598851123323,-0.11911870679509831,-0.16752582880181516,0.5396300558160795,1.1582932151965248
politico_eu_bot,1,-0.444562207530877,-0.13983106392126557,-0.3138695338213255,0.01472781267398182,1.1582932151965248
cacophony,0,0.24014883111743832,-0.1256449628533125,-0.27205704667289393,-0.16023960170671733,1.1582932151965248
sanitation,0,-0.444562207530877,-0.1416182296740422,-0.0002758802080890828,0.8895648845774778,1.1582932151965248
news_politics,1,-0.444562207530877,-0.14235773760787346,-0.3190960947148794,2.6392390283844693,1.1582932151965248
eincarsten,0,3.7484812077533003,-0.03824776563795937,-0.2929632902471097,-0.16023960170671733,1.1582932151965248
cbcedmonton_mirror,1,-0.4161828950754849,-0.13500643413316146,-0.2981898511406636,-0.5101744304681157,1.1582932151965248
harmonycorrupted,0,-0.3817014214440622,-0.14126207634274768,-0.24592424220512427,-0.16023960170671733,1.1582932151965248
walknews,0,-0.444562207530877,-0.14261301560675627,-0.3034164120342176,2.6392390283844693,1.1582932151965248
news,0,-0.444562207530877,-0.14253660260542195,-0.3190960947148794,2.6392390283844693,1.1582932151965248
gamesbrieflynews,1,-0.444562207530877,-0.1374025416965068,-0.26683048577934,0.5396300558160795,1.1582932151965248
oshiri,1,-0.32507885224993655,-0.13203431450286426,-0.10480709807916788,0.5396300558160795,1.1582932151965248
fogolf,0,-0.444562207530877,-0.14255896738630028,-0.28773672935355576,2.6392390283844693,1.1582932151965248
news_economy,1,-0.444562207530877,-0.1423161497653354,-0.3190960947148794,2.6392390283844693,1.1582932151965248
CuratedWeirdTales,1,-0.4376447501198752,-0.1203090514368022,-0.015955562888750892,0.01472781267398182,1.1582932151965248
labr,0,-0.3049416803380584,-0.1376961717801304,-0.15184614612115332,0.01472781267398182,1.1582932151965248
dicenbuttons,0,0.08222877992233815,-0.12333943606049107,0.22446623821473038,-0.16023960170671733,1.1582932151965248
mynameisbob,0,-0.444562207530877,-0.09517552777880063,-0.14661958522759938,1.0645322989581771,1.1582932151965248
CatherineBabault,0,-0.34153271800544843,-0.13718121577797435,1.0136769331413753,0.18969522705468098,1.1582932151965248
terrillmoore,0,0.2588515340215968,-0.011332657092001963,0.03631004604678851,-0.5101744304681157,1.1582932151965248
thejapantimes,0,-0.4443807957646485,-0.14123960948261946,0.031083485153234586,0.8895648845774778,1.1582932151965248
mediterraneandiet,0,-0.444562207530877,-0.13993270311744319,-0.3034164120342176,-0.16023960170671733,1.1582932151965248
mikhu,0,-0.1203063913901669,-0.04243477211525524,0.020630363366126697,-0.3352070160874166,1.1582932151965248
Laurrentiu,0,-0.42995107636572466,-0.12965550055958258,0.11993502034365157,1.239499713338876,1.1582932151965248
bbcnewsfeed,1,-0.444562207530877,-0.14142794846759543,-0.3034164120342176,1.0645322989581771,1.1582932151965248
nyt_sports,1,-0.07563114561078019,-0.13676782037576599,-0.20933831595024663,0.01472781267398182,1.1582932151965248
athletic,1,-0.43921824901594,-0.14246626004461171,-0.3190960947148794,2.6392390283844693,1.1582932151965248
lucidillusions.in,0,-0.36550555140514196,-0.13598075586537603,-0.27205704667289393,-0.685141844848815,1.1582932151965248
bielsubob,0,0.1489079317302443,-0.1403688695940492,-0.20933831595024663,0.36466264143538013,1.1582932151965248
bobthetraveler,1,-0.28696448216718345,-0.14212130992430239,-0.1988851941631388,2.6392390283844693,1.1582932151965248
castiellon,0,3.9826105355102848,0.08155528442218005,-0.16810655778998781,-0.4712927828279604,1.1582932151965248
yayafa,0,-0.444562207530877,-0.14247275648096208,-0.2302445595244624,2.6392390283844693,1.1582932151965248
dc,0,-0.444562207530877,-0.1425782436974383,-0.2145648768438006,2.6392390283844693,1.1582932151965248
